Genus	Species	Strain	Name	2-aminethanol	2-ketogluconate	2;3-butanediol	3-hydroxybenzoate	3-hydroxybutyrate	4-hydroxbenzoate	5-ketoguconate	acetate	adipate	adonitol	alaninamide	alanine	alpha-cyclodextrin	alpha-ketovaleric acid	arabinose	arabitol	arginine	asparagine	aspartic acid (aspartate)	butanol	caprate	carnitine	cellobiose	citric acide (citrate)	dextrin	ethanol	formic acid	fructose	fucose	galactonic acid	galactose	galcturonic acid	gamma-aminobutyric acid	gelatin	gluconic acid	glucosamine	glucose	glucuronamide	glutamic acid	glycerol	glycine	glycogen	histidine	hyroxl-proline	inosine	itaconate	lactate	lactose	leucine	malate	malonic acid (malonate)	maltose	mannitol	mannose	melibiose	methyl beta-D-glucoside	methyl pyruvate	myo-inositol	N-acetylgulcosamine	ornithine	phenethylamine	phenylacetate	phenylalanine	proline	propionic acid (propionate)	putrescine	pyruvic acid (pyruvate)	pyruvic acid methyl ester	quinic acid	raffinose	rhamnose	ribose	salicin	serine	sorbitol	suberic acid	succinic acid (succinate)	sucrose	threonine	thymidine	trehalose	trisodium citrate	tryptophan	Tween 20	Tween 40	Tween 60	Tween 80	urea	uridine	urocanic acid	valerate	xylitol	xylose
Paracoccus	chinensis 	KS-11T	Paracoccus chinensis	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	yes	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	yes	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Geobacter	Geobacter daltonii	FRC-32	Geobacter daltonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nocardia	araoensis	IFM0575T	Nocardia araoensis	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Enterobacter	arachidis	Ah-143	Enterobacter arachidis	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	yes	yes	NA	NA	yes	yes	NA	yes	yes	NA	NA	NA	yes	yes	yes	NA	yes	yes	yes	NA	yes	yes	NA	NA	yes	NA	yes	yes	yes	yes	NA	yes	yes	NA	yes	NA	yes	yes	NA	NA	yes	yes	yes	yes	NA	yes	NA	yes	yes	yes	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	yes	NA	NA	yes	yes	NA	yes	yes	yes	yes	yes	NA	NA	NA	yes	NA	yes	NA	yes	yes	NA	yes	NA
Flavobacterium	glycines	Gm-149	Flavobacterium glycines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mucilaginibacter	gossypii	Gh-67	Mucilaginibacter gossypii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mucilaginibacter	gossypiicola	Gh-48	Mucilaginibacter gossypiicola	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	yes	NA	yes	yes	NA	NA	yes	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	yes	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Duganella	sacchari	Sac-22	Duganella sacchari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Duganella	radicis	Sac-41	Duganella radicis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA	yes	NA	yes	yes	yes	yes	yes	NA	yes	NA	NA	NA	yes	NA	yes	yes	yes	NA	NA	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	NA	NA
Sphingobium	lactosutens	DS20T	Sphingobium lactosutens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Elstera	litoralis	Dia-1	Elstera litoralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Azospirillum 	thiophilum	BV-S	Azospirillum thiophilum	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	yes	NA	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nocardia	pneumoniae	IFM0784T	Nocardia pneumoniae	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lactobacillus	kimchicus	DCY51T	Lactobacillus kimchicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chitinilyticum	litopenaei	c1T	Chitinilyticum litopenaei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Frateuria	terrea	VA24T	Frateuria terrea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Adhaeribacter	terreus	DNG6T	Adhaeribacter terreus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sphingomonas	Sphingomonas changbaiensis	V2M44	Sphingomonas changbaiensis	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sphingomonas	changbaiensis	V2M44	Sphingomonas changbaiensis	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptomyces	axinellae	Pol001T	Streptomyces axinellae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	NA	yes	NA	NA	yes	yes	yes	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	yes
Dokdonella	soli	KIS28-6T 	Dokdonella soli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA
Belliella	pelovolcani	CC-SAL-25T	Belliella pelovolcani	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	yes	NA	NA	yes	yes	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	NA	yes	NA	NA	yes	NA	NA	NA	yes	NA	yes	yes	yes	NA	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	yes	yes	yes	yes	yes	NA	NA	NA	yes	NA	yes	NA	yes	NA	NA	yes	NA
Prevotella 	shahii	EHS11T	Prevotella shahii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phocaeicola	abscessus	7401987T	Phocaeicola abscessus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marinactinospora	thermotolerans	SCSIO 00652T	Marinactinospora thermotolerans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	yes	yes	yes	yes	NA	NA	NA	NA	yes
Thermus	composti	K-39	Thermus composti	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinopolymorpha	alba	YIM 48868T	Actinopolymorpha alba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Staphylococcus	Staphylococcus massiliensis	5402776	Staphylococcus massiliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Staphylococcus	massiliensis	5402776	Staphylococcus massiliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	yes	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	neutriphilus	A1g	Oceanobacillus neutriphilus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gracilibacillus 	Gracilibacillus ureilyticus	MF38	Gracilibacillus ureilyticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Prevotella 	salivae	EPSA11T	Prevotella salivae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Gracilibacillus	ureilyticus	MF38	Gracilibacillus ureilyticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Patulibacter	ginsengiterrae	P4-5	Patulibacter ginsengiterrae	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	NA	yes	NA	NA	NA	NA	yes	NA	NA	yes	NA	yes	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	NA	yes	NA	yes	yes	yes	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Desulfitobacterium 	Desulfitobacterium aromaticivorans	UKTL	Desulfitobacterium aromaticivorans	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geobacter	toluenoxydans	TMJ1	Geobacter toluenoxydans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geobacter	Geobacter toluenoxydans	TMJ1	Geobacter toluenoxydans	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chitinophaga	niabensis	JS13-10T	Chitinophaga niabensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chitinophaga	niastensis	JS16-4T	Chitinophaga niastensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA
Planobacterium	taklimakanense	X-65T	Planobacterium taklimakanense	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	yes	NA	NA	yes	NA	NA	yes	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	yes	NA	yes	NA	NA	yes	NA	NA	yes	NA	yes	NA	yes	NA	NA	yes	NA	yes	yes	NA	yes	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Bacillus	asahii	MA001T	Bacillus asahii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA
Dethiosulfovibrio	salsuginis	USBA 82	Dethiosulfovibrio salsuginis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kaistia	terrae	5YN7-3	Kaistia terrae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
